Date,Adj Close,return,PnL,max,mdd,mdepth,recovery time
2020-01-02,73.84004211425781,,,73.84004211425781,0.0,0.0,0
2020-01-03,73.12215423583984,-0.009722202992613838,-0.009722202992613838,73.84004211425781,0.7178878784179688,0.0,0
2020-01-06,73.70481872558594,0.007968371498832338,-0.0017538314937814992,73.84004211425781,0.7178878784179688,0.0,0
2020-01-07,73.35818481445312,-0.0047030020170510944,-0.006456833510832594,73.84004211425781,0.7178878784179688,0.7178878784179688,0
2020-01-08,74.53823852539062,0.01608619016299606,0.009629356652163468,74.53823852539062,0.0,0.0,4
2020-01-09,76.12149810791016,0.02124090418343072,0.030870260835594188,76.12149810791016,0.0,0.0,0
2020-01-10,76.2935791015625,0.0022606096560053857,0.03313087049159957,76.2935791015625,0.0,0.0,0
2020-01-13,77.92353820800781,0.021364302548652292,0.054495173040251865,77.92353820800781,0.0,0.0,0
2020-01-14,76.87132263183594,-0.013503180173404239,0.040991992866847626,77.92353820800781,1.052215576171875,0.0,0
2020-01-15,76.54188537597656,-0.00428556768090449,0.03670642518594314,77.92353820800781,1.38165283203125,0.0,0
2020-01-16,77.50069427490234,0.012526591084294214,0.04923301627023735,77.92353820800781,1.38165283203125,1.38165283203125,0
2020-01-17,78.35869598388672,0.011070890616037055,0.060303906886274405,78.35869598388672,0.0,0.0,4
2020-01-21,77.82766723632812,-0.0067768961809648864,0.05352701070530952,78.35869598388672,0.5310287475585938,0.0,0
2020-01-22,78.10547637939453,0.003569542206922627,0.057096552912232146,78.35869598388672,0.5310287475585938,0.5310287475585938,0
2020-01-23,78.48162078857422,0.004815851930184412,0.06191240484241656,78.48162078857422,0.0,0.0,3
2020-01-24,78.25543975830078,-0.0028819617637964035,0.059030443078620154,78.48162078857422,0.2261810302734375,0.0,0
2020-01-27,75.95431518554688,-0.029405298594719298,0.029625144483900856,78.48162078857422,2.5273056030273438,0.0,0
2020-01-28,78.10301208496094,0.02828933279386514,0.057914477277766,78.48162078857422,2.5273056030273438,2.5273056030273438,0
2020-01-29,79.73789978027344,0.02093245384101272,0.07884693111877872,79.73789978027344,0.0,0.0,4
2020-01-30,79.6223373413086,-0.0014492786903503863,0.07739765242842833,79.73789978027344,0.11556243896484375,0.0,0
2020-01-31,76.09199523925781,-0.044338589143868457,0.033059063284559875,79.73789978027344,3.645904541015625,0.0,0
2020-02-03,75.88301849365234,-0.0027463696404382842,0.03031269364412159,79.73789978027344,3.8548812866210938,0.0,0
2020-02-04,78.38819885253906,0.03301371517128415,0.06332640881540574,79.73789978027344,3.8548812866210938,0.0,0
2020-02-05,79.02740478515625,0.00815436433001393,0.07148077314541967,79.73789978027344,3.8548812866210938,3.8548812866210938,0
